x,y
unimaginative avoid bad zombies effects avoid unless swear,0
couldnt scared dont,1
netflix dont netflix poorly camcorder amateurish bad unless please dont dont,0
,1
,1
,1
,1
bad terrible dont dont worse,0
netflix,0
dumber,1
unwatchable bad crappy honestly sucks,0
garbage awful,0
mess terrible,0
dont,1
dont lame,0
dont bad confusing dont dont dont jokes jokes joke joke stupid joke stupid stupid laugh jokes dont,0
seriously,1
,1
slasher stomach bad slasher,1
,1
,1
,1
,1
,0
wouldnt redeeming,0
pile blockbuster minutes sucks bad pointless,0
reviews disgusting,0
wouldnt minutes idiots stupid bad dont zombies zombies pointless avoid unless cheap,0
,1
rubbish slasher,1
awful awful worse laughable excuse laughable worse lame minutes worse,0
scarier bad anticlimatic,1
worse bad,1
,1
,0
bad unless yourself,0
bad predictable predictable,0
honestly boring avoid filler boring filler,0
gonna,0
yourself,0
stupid laughable dont,0
excruciatingly dubbing,0
,1
rented gore awful bad bad bad gore dont waste,0
dont rent,1
minutes unless,0
,0
dont boring jokes jokes please dont,1
minutes,0
mess,1
mess bad bad,0
budget wouldnt,1
bad,0
stupid couldnt boring crap minutes please crap lame scary,0
dumb bad pile laugh waste worse,0
bad budget blockbuster rent,0
crap wanna,1
,0
bad bad,0
effects worse padding dont laughable,0
,1
bad dont stupid,0
,1
sequels continuity,1
dont,0
,1
ripped horrible horrible netflix,0
boring couldnt,1
honestly effects 90 bad effects,0
nudity dont worse jokes gore 210 dont,0
zombies zombies gore zombies dumb crap,1
minutes dont yourself dont,1
idiots,0
moviei registered warn,0
dont seriously unimaginative,0
,0
,1
worse dumb horrible bad awful bad,0
effects budget,1
bin unwatchable,0
godawful bad 0 0 0 0 terrible dont,0
laugh couldnt,1
dumb effects avoid dont boring swear bad laughing,1
effects effects,1
,1
plain dont plain dont stupid rent,1
dont gonna laugh continuity,0
spoiler horrible dont dont,1
,1
blockbuster,1
bothered dont bothered wasting bothered dumber,0
,0
puns bad dont slasher scared scary dont terrible excuse slasher plain bad,0
minutes rubber effects scare laugh laugh awful scare dont,0
budget,1
awful terrible unoriginal avoid costs,0
,1
boring costs please bad,0
,1
terrible dont dont honestly dont,1
rubbish toilet avoid costs,0
honestly honestly boring excruciatingly dont sit please yourself dont dont boring dont please remotely boring unimaginative boring gonna gonna boring boring boring,0
seriously shoddy seriously dont,0
,1
seriously crappy,0
cheesy cheesy bad bad,1
awful incoherent predictable stomach unfunny stomach,0
dont laugh cheesy cheesy,1
seriously dont bad,1
rushed,1
couldnt,1
mindless filler 110,0
boring jokes boring,0
90 minutes,1
vomit wrap,1
bad bad,1
bad excuse asleep budget,0
continuity sucked pointless seagal worse worse,0
,1
boring awful,0
pointless excuses bad bad idiots,0
cheesy,0
unrealistic,1
minutes bad amateurish dont bad bad,0
garbage,1
awful awful worse seriously,0
horrible bad bad unwatchable bad,0
dont yourself dont reviews,1
effects effects effects effects laughing stupid laughable,0
dont bad waste yourself,0
,0
effects costs,1
explosions bad worse,1
,1
effects moviei couldnt worse,0
couldnt effects bad lame seriously effects nudity sequels,0
disgusting disgusting bad worthless garbage plain,0
poorly,0
crap mess stupid mess shoddy terrible,1
netflix cheesy netflix,1
laughing,1
,1
spoiler bad laughing couldnt dont,0
,1
,1
,1
,1
budget hype hype wouldnt please avoid reviews wouldnt bad wouldnt please avoid,0
trash,1
,0
dont ugh critters rent,0
poorly laugh worse 310 bad,0
,1
dont,1
budget pointless lame,0
,1
reviews slasher reviews,0
bad,1
,1
cheesy itand gore slasher slasher cheesy,1
dont budget rent,0
gore,1
lame halfway couldnt couldnt dont laughing dont,0
minutes bad holes dont,1
,1
stupid dumb confusing figured laughing stupid stupid yourself,1
crap effects bad joke whatsoever tomatoes,0
sit minutes lame pathetic waste,0
dont,1
gonna stupid sucked,1
effects scary wouldnt,1
bad dont budget,0
boring unrealistic bother bad,1
terrible stupid please dont unless bad bother,0
rented disbelief,1
,0
effects bad halfway nudity suffice spoiler kidding,0
dont,1
dont crap waste,0
budget budget,1
bad awful bad bad couldnt,0
bad bad bad,0
boring boring,0
figured,1
please,1
uwe boll uwe boll yourself yourself yourself,0
dont nudity,1
bad,1
boring,1
gore,1
worse holes dont awful bad jokes horrible bad,0
couldnt wouldnt,1
,1
,1
,1
poorly predictable cheap effects reviews,0
awful seriously rent costs,1
bad cringe,1
,1
redeeming wouldnt,0
dont minutes,1
moviei cheap,1
scary dont waste,0
budget gore,0
rental mindless rent,1
,1
predictable mouths lame,0
couldnt dont,1
corny plain stupid stupid,0
bad predictable,0
joke yourself rent,0
couldnt dont,1
mess sucked,1
dont dont zombies dont lame wouldnt wouldnt suffice zombies dont zombies dont zombies couldnt zombies dont zombies dont dont bothered camcorder junk bad bad minutes dont,0
minutes swear pointless junk nope 110,0
bad garbage,0
laugh poorly,0
trash worse cheap stupid dont,0
,1
dont,1
,1
stupid bothered please dont,0
bad dumb bad unfunny awful 310,0
cheesy dont scary scary effects gore scary effects cheesy cheap,1
,0
avoid unnecessary,1
yourself,1
horrible,1
dont minutes,1
scared scary bad,1
unless yourself laugh boring bad laugh wasting waste boring,0
,1
dont,1
terrible crap,0
amateurish horrible lousy cheap waste worse,0
,0
zombies redeeming bad effects rubbish awful bad laugh worse bad bad worse,0
excuse dont,1
horrible lame bad boring boring boring stupid wouldnt effects stupid dont freaking holes suck horrible,0
,1
,1
nudity wouldnt nudity nudity,1
pathetic predictable couldnt minutes horrible,0
renting jokes,1
spoiling itbut,0
effects cutouts,1
bin scared laughing bad dont effects bad seriously dont,0
crap dont,1
,1
whatsoever laughable 0,0
bad bad,0
,1
,1
,0
budget please,1
spoiler bad wouldnt,1
worse jokes worse dont,0
confusing dont dont,0
pointless pointless couldnt couldnt horrible horrible,0
untrue worse,0
,1
corny,1
awful bad couldnt pointless pointless minutes terrible,0
predictable,1
dont pathetic,0
dont confusing budget,1
terrible dont minutes,0
dont blockbuster,1
bad bad,1
laugh budget,0
dont worse unoriginal effects effects effects dont wanna,1
registered crap,1
awful boring seriously,0
bad dont,0
,0
rental,1
,1
gore effects gore,1
sit plain boring,0
minutes whatsoever unnecessary dont holes unnecessary,0
bad,0
rented couldnt worse poorly jokes puke minutes jokes redeeming waste renting,0
boring,1
,1
,0
dont effects,0
awful dont,0
confusing poorly sit,1
spoiler,0
sit terrible terrible terrible,1
drivel waste please dont waste,0
yourself wrap,1
,1
reviews warn terrible terrible netflix terrible,0
bad cheap effects cheesy whatsoever bad holes holes,0
sit please,1
nope nope nope,0
bad,1
garbage terrible unwatchable costs bad waste,0
uwe boll boll dont boll minutes boll unnecessary disgusting,0
sit budget,0
bad,1
excuse scary soooo seriously dont,0
laugh,1
,1
horrible laughable horrible laughing bad,0
bad laughing dumb laugh,0
bad,0
,1
laughable,0
dont,1
effects bad bad,0
bad,1
continuity yourself dont warn,0
plain 310,0
reviews terrible bad effects holes dont blockbuster,0
,1
budget unrealistic crap bad,0
lousy terrible itd worse mess junk,0
,1
dont bad meaningless dumb horrible dont,1
seagal seagal seagal seagal boring redeeming,0
,1
puke dont minutes,0
pathetic bad waste unless,0
minutes minutes ripped cheap lousy plain spoiling minutes dunno minutes cheap minutes cheap seriously laugh,0
,1
wrap wouldnt,1
idiots bad confusing,1
bad gore effects slasher reviews cheap crap slasher,1
bad stupid stupid bad junk pg13 awful,0
trash trash stupid boring,0
wouldnt laughable predictable bad bad bad jokes bad moviedont itll bad,0
sit bad bad dont,0
scary,0
scared wouldnt dont reviews minutes,1
scared,1
holes dont minutes minutes continuity,0
dung,1
stupid snakes laugh bad bad please waste dont rent,0
bad cheesy,1
laughing awful awful,1
avoid predictable corny unrealistic puns,0
,1
,1
dumb continuity,0
sequels,0
honestly plain 310,0
,1
bad cheesy sit terrible gore scary scarier,1
waste trash,1
couldnt sequels minutes avoid dont sequels shelves dont,1
,0
rushed reviews,1
,1
minutes unnecessary,0
toilet rubber bad bad rubber waste,0
rubbish bad,0
corny,1
bad rent bad bad please crap laughable rent laughable,0
,1
,1
dont waste,1
dont,0
effects bad minutes wouldnt dont straighttovideo disbelief continuity,0
renting,1
effects mess,0
waste bad rubber bad bad bad,0
slasher slasher bad dont slasher,1
,1
budget,0
stomach,0
,0
honestly dont stupid bad scared stupid dont 310,0
scary,1
,0
reviews couldnt,1
cheap terrible bad terrible,0
plain bad poorly whatsoever please idiots amateurish plain bad,0
minutes,1
reviews reviews,1
minutes dont whatsoever bad stupid,0
budget budget budget budget budget budget budget budget dont bad gonna,1
,1
untrue,1
bad renting worse,0
avoid lousy terrible barrel,0
jokes budget,0
unnecessary stoned,0
waste refund minutes,0
bad seriously,1
terrible awful pathetic,0
,1
reviews poorly poorly bad laughable plain terrible couldnt bothered reviews bad,0
laughable wouldnt,0
couldnt,1
shelf scary,1
,1
terrible trash bad,1
bad wouldnt stupid minutes worse terrible predictable unrealistic minutes sit couldnt stupid laughing laugh stupid iti crappy waste 110 couldnt 0,0
crap lousy,0
,1
bad bad redeeming dont dont,0
couldnt,1
bad effects scary,0
crap,0
,1
stomach,1
,1
,0
seagal budget seagal seagal 90 minutes seagal dont bother stunk seagal please unless dont seagal,0
bad reviews dont minutes plain minutes,0
,1
couldnt terrible waste couldnt mess awful stupid predictable bad horrible idiots stupid stupid terrible,0
couldnt worse,1
unwatchable bad,0
dont,0
dont pointless,0
effects,1
minutes terrible rent cringe bad bad awful bad predictable dont predictable,0
dont,1
dont budget cheesy lousy bad bad,0
bad dont ityou,1
zombies zombies,1
dont netflix,1
,1
,0
figured joke,0
dont mins,0
awful bad bad bad dont reviews worse dont,0
dont,1
bad mess,1
ripped crap gore scary garbage gore cheap budget waste pathetic bad bad,0
gore dont minutes budget,0
dumber dont,0
dont worse dont dont,1
lousy,1
pile crap wouldnt mins 90 mins dont pile crap,0
moviei dont 90 popcorn,1
bad dont,1
bad suspend 90 minutes boring seriously yourself 90 minutes,1
awful couldnt couldnt sucked,0
bad,1
effects unrealistic,1
cheap horrid horrid minutes unless laugh jokes joke joke mess dont renting,0
rent effects,1
dont dont,1
,1
boring minutes dont waste,0
,1
terrible dont,1
gore bad gore horrible laughable horrible dont ripped pointless gore nudity continuity couldnt horrible bad horrible wouldnt unless budget horrible bad gore,0
bad corny poorly whatsoever,1
fooled plain laughing dont,0
gore unless couldnt,0
sit bad bad bad zombies sucks costs crap cheap bad,0
abomination bad laughable,0
,1
,1
,1
bad,1
gore scary scary,1
dont,1
sequels gore nudity sequels,1
dumb,1
dont wouldnt,1
awful bad minutes minutes dont,0
seriously,0
,1
,1
90 minutes,1
couldnt dont laugh scary boring bad awful scare,1
bad yourself popcorn,1
bad stupid,0
,1
gore reviews bad reviews,1
,1
scary dont soooo dont wouldnt dont goofs,0
,1
,0
ripped trash trash bad budget couldnt excuse budget wouldnt bad bad dont honestly whatsoever gore nudity,0
,1
,1
scary ripped gonna bad scare stomach,0
minutes minutes laughing laughing lame bad bad dont suck costs,0
budget,1
,1
rushed 90 cheap budget couldnt rent budget couldnt bad budget worse cheap unless dont budget,1
nudity bad bad,0
pointless terrible,0
blockbuster rented honestly mins terrible honestly,0
boring,0
,1
bad lousy dont,0
mess poorly poorly poorly terrible continuity lame waste redeeming unless pile garbage avoid costs,0
dont jokes wouldnt,1
awful stupid bad 90 stupid gore laughable stupid effects amateurish bad bad,0
dont bad,1
hype terrible predictable minutes bad waste 210,0
,0
dont dont dont dont bad sht worse laugh,1
reviews laugh dont dont minutes dont,1
predictable,0
awful reviews,0
predictable predictable poorly boring halfway,0
budget budget avoid cgi laugh effects bad budget moviei couldnt couldnt chore sit scare budget avoid,0
horrible plain sucked,0
uwe boll minutes slasher holes unrealistic boll effects uwe boll horrible,0
,1
minutes budget confusing,1
dont unnecessary,1
rushed,0
minutes trash garbage,1
dont,1
bad,1
dont stupid,0
bad scary,1
bad trash worse,0
bad mindless redeeming waste garbage wasting,0
boring bad laugh,0
dont dont avoid,0
blockbuster bad sit bad,0
goofs goofs dumb vcr goofs existent,0
blockbuster worse crap minutes,0
,1
dont bad poorly wouldnt dont,1
poorly laughable bad worse yourself,0
,0
dont dont,1
effects,0
dont bother explosions slasher dont,1
bad crap bad wanna horrid sucked dont bad,0
minutes dont pointless hype boring minutes bad,0
,1
,1
figured bad boring,1
terrible worse boring rubbish waste,0
,0
boring ripped,0
couldnt,1
,0
terrible trash trash bad minutes,0
wouldnt,0
poorly wasting please,0
honestly reviews walmart effects terrible worse terrible bad budget cheap,0
bad terrible sucks terrible unoriginal poorly terrible lame couldnt terrible crap dont bother bad couldnt asleep suck,1
sit cheap filler,1
netflix honestly honestly,1
,1
cgi stupid dont crap couldnt joke seriously stomach bad dont pathetic boring wasting moviei 110 dont,0
crap budget cheesy cheesy laughable bad nope slasher wouldnt cheesy,0
,1
bad crap boring gore dont bad cheesy,0
terrible terrible bad,0
poorly asleep minutes jokes corny fetched poorly 110 horrible laughable laughing stupid,0
yourself please,1
cheesy excuse yourself cheesy fx cheesy worse 90 minutes dont,1
waste awful dont stomach,0
itif wouldnt dont,1
,1
scared,1
wouldnt,1
avoid,1
corny,1
worse,1
boring,0
,1
slasher slasher,1
dont bad,1
cheap crap laughing incoherent crap gore unless,0
horrible crap terrible itand minutes bad yourself yourself moviei,0
worse terrible amateurish couldnt bad zombies zombies bad bad mess,0
,0
,1
crap dont worse dont blockbuster rent,0
dont laugh,1
,1
,1
boring bad,0
bad,1
mess worse terrible,0
spoiler bad bad pointless sucked gore,0
,1
effects poorly boring,1
junk cheap terrible bad bad waste,0
boring budget,1
boring,0
stupid bother,0
bad uwe boll uwe boll,0
rushed pile garbage,0
excuse excuses junk,0
bad pathetic bad trash laugh dont dont terrible seriously,0
effects stupid,1
awful terrible horrible pathetic awful laugh awful dont excuse,0
laughing wouldnt laugh,1
,1
couldnt bad,0
download yourself terrible bad,0
,1
,0
,1
minutes sit laughing minutes,0
scary gore laughable,1
refund,1
vcr bad bad minutes dont,0
blockbuster unless yourself swear stupid laugh laugh laughing minutes dont,0
terrible dont waste awful mess,0
boring waste pg13 bad stupid pointless dont effects trash stupid dont,0
bad,1
,0
waste unnecessary bad waste crap waste,0
minutes 85,1
dont headache,0
bad dont sit,1
sit dont,1
dont,1
dont,1
minutes,1
budget costs,1
bad bothered joke,1
holes,1
bad hype honestly yourself worse worse,0
godawful crap sit bad,1
spoiler seriously stupid laughing bad dunno,0
dont walmart dont dont,1
yourself,0
boring lame dumb,0
spoiling awful,1
bad bad bad,0
effects dont effects bad bad worse cheesy itll worse,0
sit,1
dont,1
,0
bad holes stupid bad bad dont laughable laugh bad dont bad,0
halfway minutes effects sucks,0
sit pathetic whatsoever minutes turd sht crappy,1
suffice laugh tomatoes dont,0
effects,1
,1
effects,1
horrid bad effects wouldnt,0
plain,0
bad wouldnt yourself rental,1
,1
waste shelves,1
mess waste,0
dont dont dont,0
,1
bad jokes unless,0
bad terrible horrible predictable lame joke minutes excruciatingly dont unfunny awful minutes remotely lame bad unfunny yourself avoid rent,0
couldnt godawful,0
predictable,1
awful suffice bad,0
junk scary gore bad warn bad junk garbage,0
mess unless excuse,0
,1
,1
,1
,0
,1
cheesy effects dont dont effects budget boring dont,0
,1
,1
whatsoever,0
laughing laughing mouths stomach mess pathetic yourself,1
,1
budget budget budget laugh,1
dont reviews please,1
awful bad bad,0
,0
poorly bad worse worse idiots unnecessary poorly minutes effects minutes,0
,1
awful,0
bad bad hobgoblins bad hobgoblins bad worse bad unfunny joke bad bad hobgoblins,0
,1
stupid lame lame,0
,1
minutes minutes rent dont,1
boring,1
,1
rubber effects effects,1
bad gore,1
,1
dont,1
padding poorly minutes minutes couldnt,1
,0
cheap plain,1
,1
crap scared swear scary iti dont scary please slasher,1
unrealistic lame rubbish,0
freaking,0
stupid,0
minutes mess,0
dont,1
dont please yourself minutes,0
worse bad,0
dont excuse,0
bad boring boring illogical,0
dont horrible bad dont,1
seriously stupid pathetic predictable laughable dont awful please,0
cheap effects effects,0
bad dont dont,1
